nmId,productValuation,color,text,answer
0,5,черный,Прекрасная кисть для растяжки карандаша по нижнему веку.,"Здравствуйте, Марина! Благодарим Вас за отзыв и за то, что нашли время поделиться своим опытом использования кисти. С уважением, команда LIMONI"
0,5,синий,"На рос. 46 подошли 27. Внимательно заказывайте, меньше на два размера надо заказывать. Качество отличное для своей цены, советую.",
10002973,4,темно-фиолетовый,"Коробка была порвана, но сам тренажер  не поврежден",
0,5,малиновый,"лучший скетчбук из всех, которые у меня были. очень плотная бумага, гладкая и белоснежная, рисовать - одно удовольствие! по скидке стоил в два раз меньше чем в местном магазине. всем советую)",
0,1,,Заказывал Анна. Пришла Екатерина,"Добрый день! Спасибо, что сообщили о проблеме! Доставку обеспечивают сотрудники Wildberries. Мы уже сообщили о проблеме с пересортом данного товара на склад и совместно со специалистами Wildberries работаем над исправлением ситуации. 
Благодарим за понимание!

С любовью и благодарностью, 
Ваша ОптимаБизнес
"
0,1,синий,"Если обещаете прислать как на фото сразу закажу. Первое фото это который мне нужен, второе фото это тот который пришел. Видите разницу?",
1000289,3,белый,"Взяла платье 4-ку на 56 раз.Платье широкое,обхват рукава  вообще не соответствуют размеру, У меня руки полные и то болтаются в рукаве.",
10004050,1,синий,Ни L а  XXL отвратительно,
10002975,2,зеленый,"Коробка пришла мятая, мокрая, рассыпалась в руках. Очень не приятно!!!!"," Здравствуйте! 
Нам искренне жаль, что коробка пришла поврежденная. Надеемся ,что в следующий раз Вы не столкнетесь с такой ситуацией при покупке нашей продукции. С уважением, «Наша Игрушка»"
0,5,голубой,Комплект оччччч понравился. Ткань мягкая. Рисунок четкий.,Добрый день! Благодарим Вас за высокую оценку нашего товара. Будем стараться и дальше радовать Вас и Ваших близких нашей продукцией! Подписывайтесь на наши новинки. Ждем Вам снова!
0,5,бордовый,"Дополняю отзыв спустя 3,5 месяца непрерывного использования,в местах соприкосновения почти сразу появились катышки,стирать боюсь.Никаких пятен не видно, легкий,постоянно сбивается, фиксаторы не для моего дивана.",
0,4,"зеленый, темно-фиолетовый, голубой, фиолетовый, желтый","Набор в целом хороший, не понравилось не прокрашеные детали.","Добрый день! Благодарим за отзыв. Играйте с удовольствием)) С уважением, команда Томик "
0,2,белый,"Заказала 2 шт, один из них  с зацепками((( буду возвращать. Перед этим заказывала тюль этой же фирмы других размеров, три без нареканий и один с зацепкой. Складывается ощущение что магазин нарочно хочет кому нибудь впарить брак!!! Обидно что за это снимается процент выкупа.",
0,4,"серый, голубой, белый","Нормальные подушки, но одна пришла без упаковки и слегка грязная, будто шоркнули её о пыльный бок машины.",Большое спасибо. Мы стремимся создавать красивые и качественные вещи. Но к сожалению некоторые покупатели нарушают целостность упаковки и портят вещи которые им не подошли.
0,1,,Обман! В коробке оказался пустой флакон другого товара! Не могу связаться с тех поддержкой.,"Здравствуйте! Спасибо за обратную связь.  Нам искренне жаль, что с Вашей покупкой произошла такая неприятность! Приносим свои извинения за службу доставки Wildberries. Мы прикладываем очень много усилий, чтобы не допускать подобных ситуаций, поэтому просим Вас помочь выявить причину ошибки. Пришлите, пожалуйста, фото транспортировочной упаковки и штрих-кода на ней на почту lovlytoys@yandex.ru, и напишите, какой именно товар был доставлен Вам ошибочно. Спасибо Вам за помощь и за Ваш выбор"
0,5,белый,"Хороший, не скользкий, теплый и не слишком яркий. Размер достаточно большой и можно складывать и получить нужную длину.  ",
0,2,,"К материалу изготовления претензий нет, большего и не ожидал.
Но вот теснеие или штамповка ожидает лучшего( сделано не по центру и остался буритик от арматуры(
На алике брал, вот там супер.  Фото качества покупки здесь приложу.",
0,3,белый,Заказала 35 размера и они оказались большими. Хотя я иногда и 36 покупаю. Грубоватые. На фото выглядят симпатичнее. Качество вроде как хорошее. Выбор в пользу более мягких и симпатичных.,
0,3,"зеленый, серый, желто-зеленый светлый, бежевый, белый","Заявленные размеры подушки 40х40. По факту - 35х35.((( Середина так сильно стянута, что боковые стороны подушки не ровные, а вогнутые вовнутрь и не закрывают сиденье стула размером 40х40... Сидеть на подушке неудобно опять же из-за сильной стянутости и из-за этого - сильной выпуклости наполнителя! Ощущение, что сидишь на кочках. Отказ. Качество ткани и швов нарекания не вызывают. Расцветка приятная. Но...",Спасибо за отзыв о товаре! Размер подушки 40х40 соответствует описанию. На подушках надо немного посидеть и дать немного времени на усадку и эти подушки примут свою форму.  Надеемся на понимание и ждем Вас снова! Altali - модный текстиль для дома
0,3,бордовый,"Цвет соответствует заявленному на фото, но качество все-таки желает быть лучше, так как по сути это тоненький поролон, обтянуты тоненькой трикотажной тканью. В итоге в теплую погоду шапку носить комфортно, но при малейшем ветерке, продувает насквозь и голова мерзнет.",
0,1,"абрикосовый, темно-персиковый","Самые ужаснные тени из 5 color tatoo, цвет желтый наносится на веко как жидкое тесто,цвет светлее самой светлой кожи,выброшенные деньги.",
10003929,3,хаки,"Тонкий, потом видно будет.",
0,1,голубой,"Туго прижимает подгузник, а ноги слишком длинные",
0,1,бежевый,"Шкатулка понравилась, но к сожалению возврат,внутри шкатулки на обивке жёлтые пятна.Очень расстроилась,придется ждать возврат дс чтоб заказать другую(","Здравствуйте, уважаемый покупатель! Очень расстроены, что шкатулка не оправдала Ваши ожидания. Мы примем соответствующие меры по данной модели, и будем исправлять ситуацию. Приносим извинения за доставленные неудобства. "
10000748,1,черный,"Не знаю как оно соответствует размеру, красивое, но очень узкое, чашки все сбиваются. Абсолютно не удобное.",Может подобрать свой размер? По цене выбирали?
0,5,"серо-голубой, черный","Очень симпатичный держатель, сделан качественно. Деревянные детали необработанные маслом, но отшлифованы хорошо, без зазубрин. Мягкий силикон, к которому прилипают соринки. Внешний вид полностью совпадает с фото. Нанизаны на нейлоновую нить туго, сгибается с некоторым усилием, без узелков между бусин. Прищепка из пластика, не острая, фиксируется хорошо. Малышка довольна) ","Спасибо за ваш подробный отзыв! Рады, что держатель-грызунок пришелся по вкусу малышу. Мы действительно никогда не завязываем узлы между бусинами и собираем их туго, так как: 1) узлы съедают место, которое можно использовать для разнофактурных бусин (себестоимость повышается, но мы всегда за многообразие форм, а не бесполезно истраченные см в изделии), 2) между узлами забивается мелкий мусор (нитки, волосы накручиваются, которые тяжело снять) 3) когда узелки мелкие, то часто бусины в подобных Держателях ездят и в одном месте пусто, в другом густо. Поэтому свой способ считаем оптимальным ))"
0,1,синий,"Какой там флис?! Это обычные брюки БЕЗ флиса!!! Может слегка ткань плотная но тонкая. Посадка высокая, удобная. Размер 54 подошел на 52, объем талии 98, бедра 104. Для офиса в принципе можно.","Здравствуйте.В данной моделе брюк используется поларфлис (флис тощиной чуть плотнее 100 г/м) в качестве подклада.При заказе брюк можно использовать таблицу размеров.Для указанных Вами параметров фигуры, соответствует полному 54-у размеру."
0,5,коричневый,"Материал красивый,богатый.Но пошив резинки на талии портит весь вид платья.Отказ","Здравствуйте, Анна!
Спасибо за Ваш отзыв и нам искренне жаль, что платье Вам не подошло.
Посмотрите другие модели из нашей коллекции.
Будем очень рады видеть Вас вновь покупателем нашего бренда.
С уважением, команда Emansipe"
0,4,"темно-синий, серый","Костюм хороший, велюровый, качество на 5,про рисунок, нанесенный краской много написано, меня не смутил, но прислали не тот размер, вместо 86-92, заказанный мною, пришел 80-86, поэтому снизила оценку. Жалко, конечно, но сыночку уже мал. Прошу не учитывать в проценте выкупа.","Здравствуйте. Приносим Вам извинения за возможное неверное вложение товара в заказе.  Позиция будет исключена из Вашего процента выкупа, в случае подтверждения несоответствия."
0,1,молочный,Они издеваются чтоли? Але.. Прислушайтесь к отзывам о несоответствии размерам! Не пора ли разобраться в чем дело!,
10004240,1,зеленый,"Полный отстой, по другому не сказать. Из мишуры. Снежинок нет. Кончики не светятся. Таких денег не стоит. Полный обман!!!! Ваш магазин начинает разочаровывать. Вообще все равно на ваш процент выкупа, уйдём к другим продавцам!",
0,3,черный,"Укулеле в удасном виде: много сколов, царапин и вся в какой то пыли, но звук хороший",
0,1,серый," Открыли конструктор дома, и оказалось, что там не хватает очень много деталей, особенно длинных. Вообще не рекомендую брать этот конструктор.",
0,1,белый,"Согласна с последним отзывом...много возни, жалко времени. Яйца не целые а половинки варятся, начинки много не положишь. Плохо закроешь - половина яйца вытечет - неэкономно. Варятся в 2 раза дольше обычных. Хрень короче...не понравилось, не советую.",
0,2,глубокий пурпурный,"Шли чернила недели три, в итоге пришли в порванной и заклеенной упаковке",
0,4,colorless,"Вместо ""Ольги"" прислали ""Татьяну"". Безответсвенное и халатное отношение работников wb. К качеству изделия претензий нет.","Добрый день! Спасибо, что сообщили о проблеме. Доставку обеспечивают сотрудники Wildberries. К сожалению, по данному вопросу поставщик не может Вам помочь. Рекомендуем создать заявку в соответствующем разделе личного кабинета. Благодарим за понимание!

С любовью и признательностью, 
Ваша ОптимаБизнес
"
0,5,colorless,"Очень приятные на вкус,свеженькие конфеты-мармеладки.Упаковано хорошо.Коробка,конфеты целые ,повреждений нет.Спасибо за вкусные,качественные сладости,за аккуратную доставку.","Очень рады, что Вам понравилось) будем поддерживать и улучшать наш ассортимент)))"
0,5,белый,Отличная маска,
10003079,2,синий,На второй день на рукавах появились катышки,"Добрый день. Очень жаль, что у вас появилось такое впечатление о продукте. Катышки - это не всегда плохо, не нужно их бояться. Во-первых, это доказывает то, что в составе достаточно шерсти. Скорее всего, в этом месте было какое-то механическое трение. Это могут быть ручки сумки, рюкзака или ремень кросс-боди. В любом случае с ними легко справиться. Просто пройдитесь пару раз бритвенным станком в месте пиллингования. Другими словами, просто побрейте те места, где образовались катышки. Вы очистите поверхность и в этой части они уже образовываться не будут, т.к. лишние волокна шерсти уже вышли наружу. Джемпер будет вас греть и радовать."
0,2,синий,"Купила по акции за 171р, в итоге каждый блок израсходовался за 12 дней. В магазине один блок стоит дешевле, чем эти два и хватает его на месяц.",
0,3,,"Впитывается быстро, не оставляя чувства липкости. На этом плюсы заканчиваются. Для того, чтобы хоть что-то увлажнить приходится наносить много, хотя у меня не сухая кожа, а комбинированная. Из-за этого большой расход, закончилась буквально за месяц","Дарья, добрый день! Благодарим Вас за выбор сыворотки и обратную связь! Расход сыворотки обусловлен степенью обезвоженности кожи не зависимости ее типа. Наносите сыворотку на очищенную протонизированую кожу. Рекомендуем Ультраувлажняющий тонер для лица с гиалуроновой кислотой, Корея 50 мл/ Корейская косметика Limoni Арт: 43402111. Увлажняющий тонер, в составе которого высокая концентрация активной гиалуроновой кислоты, глубоко проникает в кожу, наполняет её влагой, и подготавливает к нанесению средств последующего ухода. С уважением, команда LIMONI "
0,4,темно-серый,"Не зауженные книзу абсолютно, поэтому 4 звезды",Добрый день. Спасибо за то что указали на неточность в наименование модели. В кратчайшие сроки внесем корректировки.
0,1,черный,"ужасное качество, на фото вообще другой цвет, точно не оригинал, со всех сторон торчит клей.. разочарован ",
0,4,серебристый,"Очень мелкие , но нежные. Возврат","Добрый день! Жаль, что вам не понравилась эта модель как другим покупателям. В любом случае, благодарим вас за отзыв!"
0,4,colorless,"Почитала описание. Выбрала эту муку рисовую. Она действительно полезная. И не ошиблась ☺выпечка действительно очень вкусная получилась 😘я рада что всей семье понравилось. Звезду снимаю за то, что пришёл просроченный товар, просто вовремя не проверили годность, потом уже поздно было возвращать.","Благодарим за отзыв. Спасибо, что выбираете нашу муку. Очень жаль, что работа сотрудников маркетплейса отразилась на  оценке нашего продукта. Дело в том что формированием, сборкой и доставкой товара до покупателя занимаются именно сотрудники WB, контролировать и тем более влиять на их работу мы не можем. Проверяйте товар в пунктах выдачи. С Уважением ""Житница здоровья""!"
0,1,,"Обидно семян в колбе не оказалось, что очень расстроило. Рассчитывала вырастить цветы, но увы.","Здравствуйте. Обязательно напишите производителю по контактам, указанным на упаковке. Он восполнит вам недостаток семян!"
0,3,черный,"С виду хорошая кисть, но максимум для растушевки. Наносить ей ничего толком не получится - все осыпается с неё мигом","Алена, добрый день! Сожалеем, что Вам кисть не подошла. Кисть LIMONI Professional используется для прорисовки тонких линий стрелок, межресничного контура и для подведения нижнего века. Позволяет работать с сухими и гелевыми текстурами. Может быть использована для оформления бровей. Удобная эргономичная форма ручки из матового дерева обеспечивает хорошую устойчивость кисти в руке. Ворс кисти выполнен из высококачественного упругого нейлона, который отличается долговечностью, не боится контакта с очистителями и дезинфекции, максимально набирает и отдает продукт, что очень важно при создании идеального макияжа. С уважением, команда LIMONI"
0,5,"розовый, оранжевый",Не плохие кубики,"Здравствуйте! Мы рады, что Вам понравилась наша развивающая игра ""IQ Кубики"". Спасибо."
0,2,белый,Плохой шампунь,"Здравствуйте! Благодарим Вас за выбор натурального шампуня для волос GreenEra. Отзывы отражают ваше мнение о качестве товара и вашем опыте использования, и помогают другим покупателям определится с выбором. По Вашему отзыву не очень понятно,  чем именно Вас не устроил шампунь. Для консультации по продукту, вы можете написать нам на почту vopros@green-era.ru"
10003040,2,черный,"Качество ужасное. Торчащие нитки, кривые швы. На модели- красивая аккуратная горловина-стоечка- в реале непонятная широченный хомут непонятной формы",
0,3,белый,"Нормальный холст, но цена высокая. Есть с доп опорой и более толстым подрамником за эту цену.",
0,5,белый,"мои любимые тени! рекомендую тем у кого жирная кожа.Тени ложатся полупрозрачным слоем, не осыпаются в течении дня.Пользуюсь ими много лет и всегда держу новые в запасе.Спасибо магазину,что поставляете revlon !",
1000329,2,"коралловый, черный","Кофточка яркая и легкая. Брала коралловую на 50 размер 44 - в плечах нормально, внизу как распашонка, при этом голимая синтетика. Воротник не белый, а грязно-серый какой-то и из непонятного материала. Поэтому долго думала, но все же возврат.",
0,3,"черный, белый","Сумочка правда маленькая , но для тех кто любит небольшие сумки ,это не проблема. Я люблю,но эту не поняла . Ткань рюкзачная ,с ребристой фактурой, на сайте выглядит более презентабельно. Почему-то логотип с одной стороны был расположен  вверх ногами . Мелочи ,но не понятный момент . Модель кстати хорошая , как ведёрко . Хотела носить летом с джинсами,полосатой кофточкой и кедами . Но не сложилось. Подумала и решила не брать.",
0,3,,"Ничего не выросло, фигня","Добрый день! Мы стараемся сделать все возможное для всхожести растений: дополняем набор обогащённым грунтом, кладем хорошие семена, но очень многое зависит от условий выращивания и полива, так как это живое растение. Надеемся, что Вы не расстроились, и попробуете вырастить растение ещё раз."
0,5,colorless,"Подходит для глаз и для лица, не вызывает покраснения кожи. Объем как раз подходит, чтобы всегда была под рукой.","Добрый день! Вы приняли отличное решение, заказав нашу натуральную косметику.  SIBERINA признана брендом № 1 в России среди других брендов натуральной косметики по версии портала Ecogolik.ru. Здорово, что вам все понравилось. Обратите внимание на другие продукты в нашем каталоге. Хорошего дня! Будем рады видеть вас в числе постоянных покупателей нашей косметики! С заботой о вас, команда SIBERINA."
0,2,серебристый,"Часы смотрятся очень даже не плохо, но оказались с дефектом-часовая стрелка не фиксируется,находится на 6 часах. Возможно ли заменить часовой механизм? Товар вернуть полностью не возможно,т.к. цифры приклеены к стене.","Мы даём гарантию на нашу продукцию 2 года. Ваш случай, однозначно , гарантийный. В паспорте изделия указан e-mail сервисного центра. Напишите нам и мы все исправим)))"
0,1,синий,"Ребёнок от неё срыгивает много , капризничает , это самая ужасная бутылочка которая у нас только была. Просто не реально много от неё воздуха . ","Добрый день! Благодарим Вас за то, что Вы делитесь с нами своим мнением. Мы с вами категорически не согласны и рекомендуем прочитать приложенную инструкцию и следовать ей. "
0,1,черный,Пришло не то кольцо,"Добрый день! Если при получении вы столкнулись с некачественным товаром, нарушенной упаковкой или неверным вложением, пожалуйста, сообщите нам об этом. Мы примем меры, чтобы данный товар больше не был отправлен другим покупателям. Спасибо.

Для оформления заявки на проверку товара необходимо: выбрать товар, добавить сделанные Вами фотографии товара и написать комментарии.
Подать заявку можно сразу же после отказа от товара.
Обратите внимание: после перехода позиции в статус «Возврат» останется 24 часа на оформление проверки по ней.
Заявка оформляется на брак, истекший срок годности, ненадлежащее качество товара, несоответствие описанию, неправильное или неполное вложение в заказ."
10000361,4,синий,"На рост 102 ,104 впритык и узкая талия на худого ребенка",
0,1,colorless,"Уважаемые, Вы хоть проверяйте свой товар перед продажей. Купил, хотел на даче траву покосить, но не судьба. Вращение происходит против часовой стрелке, по Вашей рекомендации обратился в сервисный центр. ПРИВОЗИТЕ, ПОСМОТРИМ. Вот эти два слова мне будут стоить рублей 500 на дорогу, плюс неудобства, связанные с транспортировкой на дачу. Вопрос, а кто мне это возместит? Более ничего не буду покупать, лучше в магазине купить дороже, но сразу то, ЧТО ТЫ ХОЧЕШЬ, И ЧТО РАБОТАЕТ! Оформляю возврат. Не бизнесмены вы.","Здравствуйте. Сожалеем, что вы столкнулись с такой ситуацией. Перед отправкой товара на склад Вайлдберриз товар проходит первичную проверку, чтобы быть уверенными на 100%, что наши покупатели получат качественный и комплектный товар. Вся техника HUTER проходит три этапа контроля качества, сертифицирована и соответствует всем мировым стандартам качества.  
Не смотря на все действия, иногда возникают ситуации, которые нам не подвластны.Надеемся в будущем у нас появится возможность поменять Ваше мнение о нас в лучшую сторону.
С Уважением, официальный магазин производителя брендов ""Ресанта"", ""Вихрь"", ""Huter"", ""Eurolux"".
"
0,2,colorless,"Прошу не снимать процент, тк пришла книга вся залитая маслом. А я очень её ждала. Деньги поступили на возврат, а товар стал дороже.","Добрый день. Нам очень жаль, что Вы получили поврежденный товар.Это вопрос к транспортировке службы Wildberries- в случае, если Вы недовольны качеством товара, Вы можете его вернуть"
0,2,"синий, молочный","На ощупь как будто в краске. При растягивании видно белое основание ткани.
Не взяла, хотя очень их ждала.
Жаль.",
0,3,"светло-бежевый, серый","Обращение к поставщику! Если вы поставляете товар категории премиум, так упаковывайте его для покупателя соотвественно. Коврик был в сумке-переноске, без пленки, без коробки. Конечно, на складе и при доставке в пункт его могут повредить, помять. С такими вмятинами мы получили наш. Сам коврик отличный, но почему его не уберечь от порчи, я не понимаю. Снимаю звезды за такое отношение к своему товару и покупателю. ","Добрый день! Благодарим Вас за интерес, проявленный к бренду Parklon! Очень сожалеем, что вас расстроила доставка. Уверяем вас, что все наши коврики перед отправкой упаковываются в индивидуальные картонные коробки. Мы очень трепетно относимся к сохранности коврика и его доставке в надлежащем виде до особенного конечного потребителя (малыша). Без необходимой упаковки, а именно картонной коробки, мы не можем отгрузить товар на склад Wildberries согласно требованиям. Возможно, коробка была утеряна или повреждена в процессе доставки со склада маркетплейса. Приносим свои извинения, но мы никак не можем повлиять на такие ситуации. Удачных покупок и растите большими!"
0,1,"малиновый, малиново-красный","Плащик хороший, но опасный ⚠️ Каким-то непонятным образом перетянул шею ребёнку!!! Ребёнок потянул за шнурок один кончик и капюшон просто чуть не задушил ребёнка!","Добрый день!
Мы в срочном порядке расследуем причины возникновения данного инцидента, и при необходимости внесём изменения в конструкцию изделия.  
Руководство бренда МАРВЕЛИН.
"
10003357,1,зеленый,"Мало того пришло оранжевого цвета, но это ладно, но пришо три кармашка, дощечка и верёвка отдельно, собирайте сами как хотите, что совсем не соответствует описанию, и доставка задержалась",
0,5,бежевый,"Качество на высшем уровне! Кожа превосходная. Сумочка легкая, небольшая, но в то же время вместительная и, главное, удобная! Выходила сегодня с ней в первый раз и получила истинное удовольствие. Спасибо производителю.","Добрый день! Благодарим Вас за выбор нашей продукции и оставленный отзыв. Ждем Вас за новыми покупками!С уважением, производитель ТМ ESSE"
0,5,белый,Прислали для холодной воды,
10002632,2,фиолетовый,"Протекает, если брать с собой куда-то, то нужно постоянно класть в пакетик его.Если этого не сделать,то все будет мокрое.
Своих денег не стоит.","Добрый день! Проверьте, что вы верно установили клапан под крышкой. Если вы установили силиконовый клапан верно, проливаться ничего не должно. Несколько капель может быть, например, если после питья они остались внутри самой трубочки. Если что-то не получается или остались вопросы, то напишите в заботливую службу поддержки Twistshake, контакты есть на упаковке, мы все проверим и поможем."
0,5,черный,"Отличная кисточка! То, что нужно, для стрелок тенями. Очень понравилась. Рекомендую!",
0,3,белый,"Хорошая, но очень уж маленькая, как кошелёк. Была бы чуток больше, забрала, а в таком размере очень странно смотрится в качестве клатча.","Здравствуйте. Размеры изделия указаны в карточке товара. Рекомендуем внимательно изучать все характеристики и описание, чтобы не разочаровываться в покупке ( ведь для всех понятие большой/маленький разное). Надеемся, вы подберете себе наш аксессуар по размеру.
С уважением, производитель торговых марок  ESSE  и  R.BLAKE"
0,2,белый,"Не соответствует размерной сетке. По факту см 28 по стельке. И ужасная подошва, думаю, зимой будут скользить как коньки. На вид очень симпотичные. Отказ","Добрый день.В производстве подошвы используется специальный зимний полиуретан, он подготовлен для Русской зимы."
10002981,1,красный,"пришел грязный, как буд-то им уже пользовались",Здравствуйте. Спасибо за Ваш выбор. Сожалеем что Вам попался бракованный товар. Очень редко такое случается. Обратите пожалуйста внимание на все наши товары в магазине по ссылке https://www.wildberries.ru/seller/18651?page=5
0,5,"оранжевый, белый","Качественно, красиво, ярко и самое главное в целости!","Добрый день! Благодарим за высокую оценку качества погремушки и за то, что нашли время оставить отзыв. Нам приятно, что у Вас остались положительные впечатления от покупки. Развивайтесь вместе с Мякишами!"
0,1,красный,"Одноразовый. Прочитала отзывы, попыталась подточить.... Результат на фото. Впервые сталкиваюсь с одноразовым карандашом!!!!! 
Если честно, хочется услышать комментарий компании постаыщика",
10001577,5,белый,"Комплект для внучки заказывала. Очень мягкая ткань,дочка в восторге  будем заказывать его на вырост цена очень приемлемая  да ещё за две штучки так что заказывайте мамочки не пожалеете. Спасибо производителю и за быструю доставку.",
0,3,серый,"Все пишут, что штаны тонкие. Мне так не показалось. Неаккуратные. Резинка широкая. На рост 100 размер 104 очень велики.",
0,4,белый,"Брала сетку на качалку, сетка тоненькая, прошита на скорую руку так сказать, крыша на сетке есть, качели выглядят сразу празднично за счёт белого цвета 😁думаю на сезон два сетка протянет брала в районе 1600р.. Поэтому претензий нет","Добрый день!

Благодарим вас за  отзыв на наш товар.
Рекомендуем вам перейти в каталог нашего магазина по ссылке, чтобы ознакомиться со всем перечнем товаров для дома, пикника, дачи и бани:
https://www.wildberries.ru/seller/11515
Добавляйте наш магазин в избранное, чтобы первым узнавать о новинках и акциях.
Приятных вам покупок!

С уважением, команда Linkgroup!"
10002333,5,черный,В размер. На рост 169 нормально. Спасибо производителю.,"Здравствуйте. Благодарим Вас за отзыв! Рады, что Вы смогли оценить по достоинству наш костюм. "
0,1,белый,Прошу не учитывать процент выкупа,"Добрый день! Примите наши искренние извинения. Нам очень жаль, что рубашка была доставлена Вам в ненадлежащем состоянии. Хотим обратить Ваше внимание, что перерасчет процента выкупа производится только в случае самостоятельного оформления заявки в разделе Профиля ""Проверка товара"" в течение 24 часов после возврата. С нашей стороны обязательно будет проведена работа по улучшению сервиса и приняты соответствующие меры. Надеемся, что  последующие покупки принесут Вам исключительно положительные эмоции. С уважением, Wildberries."
